일자,FG(BBL),STEAM(ESSTON),ELEC(KWH),EHC,FO,H/S,L/S,Mild,CDU,RFCC,RDS,UC,Rain,ATM Temp.
2025-10-31,65477,8248,4306790,0.13409058182874872,0.0,0.284786198911248,0.053017680482292294,0.5281055387777109,587461,73139,154271.751,49143.687,0.0,17.9274
2025-11-01,65540,8368,4285640,0.1724521517488091,0.0,0.29245142435220944,0.018578880799904718,0.5165175430990767,597612,74327,152556.282,49057.566,0.0,18.5459
2025-11-02,65039,8148,4281929,0.16300747499900595,0.0,0.29208433615899787,0.018737813332737586,0.5261703755092585,626856,73297,153766.933,49200.649,0.0,16.4379
2025-11-03,66495,7505,4305338,0.1335063423980991,0.0,0.36726125277111993,0.01780661725773244,0.4814257875730485,636783,73590,153988.11800000002,49490.062,0.0,13.3073
2025-11-04,66098,7041,4304403,0.13456314304004255,0.0,0.43043227745397045,0.016421628422709077,0.41858295108327803,637585,72976,153659.732,49102.155,0.0,16.1777
2025-11-05,65886,7011,4297248,0.12597619143192407,0.0,0.41998502254056,0.016172005849386734,0.4378667801781291,636091,72566,153398.6,49002.585,0.0,17.6627
2025-11-06,68151,7012,4332998,0.09188508815019797,0.0,0.4516954293222329,0.004605928548202128,0.45181355397936696,638155,72988,153464.04499999998,49070.963,0.0,18.9901
2025-11-07,67191,7062,4328912,0.09346217626144182,0.0,0.4591845002720322,0.005345733837701231,0.4420075896288248,635627,73012,153420.232,49128.724,0.0,18.5887
2025-11-08,67385,7028,4302685,0.12503250598301613,0.0,0.4497443833933821,0.008759353644698665,0.4164637569789032,636158,73061,153541.13100000002,49610.219,0.0116,18.4373
2025-11-09,67095,8188,4273403,0.12480275250730659,0.0,0.4495171171474793,0.010412562054724893,0.4152675682904892,639279,72986,153336.568,49107.992,0.0481,17.7749
2025-11-10,66882,10438,4234703,0.1232918056764327,0.0,0.4501772009618478,0.008435724865713572,0.41809526849600576,639387,72770,153251.44,49442.894,0.0,15.8753
2025-11-11,68383,11428,4182284,0.1274648861993486,0.0,0.48920985465569056,0.005204409666291295,0.3781208494786696,636679,73606,153423.854,49514.762,0.0,14.6341
2025-11-12,67439,11185,4188507,0.17299261128790677,0.0,0.40060663250951384,0.005288511368254989,0.4211122448343245,641421,72800,153276.22400000002,49458.291,0.0,15.7793
2025-11-13,67968,10528,4208540,0.2538396181101297,0.0,0.26871314862548523,0.0052984248997913624,0.47214880836459383,647872,73990,153041.778,49301.54,0.0,17.8327
2025-11-14,68395,9958,4217924,0.2569135247669308,0.0,0.2596280437087787,0.02177925580542035,0.46167917571887035,646813,72632,152845.903,49142.473,0.0,17.1452
2025-11-15,68410,8498,4227432,0.2692552607566333,0.0,0.22148019213676517,0.04007704617586801,0.4691875009307334,649280,73318,152730.155,49163.847,0.0,15.4197
2025-11-16,68290,7741,4184988,0.26917620607631,0.0,0.2207642711977706,0.04027056082195224,0.4697889619039673,648857,73209,152791.231,49423.602,0.0,17.1743
2025-11-17,67547,8217,4153529,0.2717974564127089,0.0,0.18086978395691977,0.03593257629948178,0.5114001833308894,648534,73898,152772.31699999998,49274.43,0.0,13.6363
2025-11-18,67244,8378,4174150,0.2782284191354762,0.0,0.16022915351964198,0.03035617108369056,0.5311862562611912,649956,73110,152804.35100000002,48924.854,0.0,8.2881
2025-11-19,67659,8182,4145488,0.21630866497996692,0.0,0.3077731653215492,0.029302741964166105,0.4466154277343176,647512,73398,153013.593,49201.775,0.0,9.6922
2025-11-20,67005,8840,4115623,0.20945742593367214,0.0,0.3295329277000198,0.02919628771069995,0.43181335865560816,646542,73633,152987.088,49544.313,0.0,12.9163
2025-11-21,67551,9201,4115319,0.20515724090083062,0.0,0.301846758119659,0.03606813623306835,0.45692786474644204,644835,73711,152917.079,49557.062,0.0,13.5987
2025-11-22,66753,9064,4124716,0.20481715327728173,0.0,0.2966870844603005,0.038308270859430185,0.4601874914029877,647252,73270,153198.335,49615.452,0.0,14.6999
2025-11-23,66277,8220,4126118,0.20762141232345332,0.0,0.27910822782746764,0.03790987725039838,0.47536048259868086,647367,73886,153112.445,49619.874,0.0,15.1661
2025-11-24,66436,7549,4094324,0.20492436851076248,0.0,0.2631642058777333,0.037554027829471745,0.49435739778203247,639794,73648,153325.793,49516.977,0.0,17.0691
2025-11-25,66257,7712,4122839,0.2045776929994549,0.0,0.2626422225348736,0.03804194244492432,0.49473814202074723,633872,73499,153455.83800000002,49679.377,0.0,14.3434
2025-11-26,66482,7387,4091009,0.17562757443958718,0.0,0.5079355253821126,0.012805179505651965,0.3036317206726482,635956,73713,153322.788,49481.577,0.0,12.4482
2025-11-27,68330,7039,4095488,0.1828475976618647,0.0,0.5429795408510377,0.0,0.27417286148709746,636950,73582,152885.605,49648.719,0.0,12.5238
2025-11-28,69322,7364,4102865,0.19056242988872704,0.0,0.556573882719508,0.0,0.25286368739176496,641416,73717,153182.12,49442.963,0.0,10.5668
2025-11-29,68984,7559,4048771,0.18279068591007977,0.0,0.5171919153457956,0.00794057220840383,0.29207682653572076,620148,73536,152860.74599999998,49661.953,0.0,12.3282
2025-11-30,67732,7429,3997107,0.12289611996950407,0.0,0.30565517578146256,0.0616486623137617,0.5098000419352717,628713,72963,153221.688,49706.084,0.0,18.2319
2025-12-01,67532,7596,4014852,0.11378809181501102,0.0,0.34769539312450126,0.06613626512590634,0.4723802499345814,685614,73713,153264.097,49497.327,0.0,16.2737
2025-12-02,66618,7809,4012786,0.0758697834620807,0.0,0.4565935199343309,0.08357330357200674,0.3839633930315816,701874,73359,153349.01,49111.112,0.0,9.8851
2025-12-03,66632,7767,4069918,0.08992668695417985,0.0,0.5929556763339091,0.04001974944872427,0.27709788726318674,710645,73110,154235.82900000003,49100.815,0.0,4.1499
2025-12-04,69060,6456,4089763,0.11361577600571335,0.0,0.677763125155764,2.8434478424113623e-06,0.2086182553906802,720326,72577,154472.758,49483.634,0.0,4.3841
2025-12-05,68832,5629,4083936,0.09979588901596166,0.0,0.6430761885323734,0.008285419808049116,0.24884250264361574,719288,73510,154495.2,49547.351,0.0,6.2342
2025-12-06,68866,5756,4066409,0.06946802284237177,0.0,0.4721200619086329,0.05164526641678043,0.4067666488322148,715444,73250,154616.974,49540.608,0.0,8.1823
2025-12-07,68198,5751,4138818,0.06439042521063185,0.0,0.4895247962977597,0.05571886231963666,0.3903659161719719,710780,73168,154471.613,49705.209,0.0,13.479
2025-12-08,68951,5918,4183034,0.056794155260326024,0.0,0.500015267152275,0.061291679561875596,0.38189889802552335,704839,73551,154661.07299999997,49464.267,0.0,11.8278
